GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2
 "00000",United States, ,SQINC7N,1000,52,   Finance and insurance,Thousands of dollars,601776000,612108000,615316000,615480000,620436000,620476000,628972000,632052000,639728000,656472000,674932000,702960000,686864000,691716000,703248000,690216000,729212000,724988000,718384000,735156000,748306000,782041000
 "00000",United States, ,SQINC7N,1100,53,   Real estate and rental and leasing,Thousands of dollars,115316000,116724000,117888000,118920000,118960000,120708000,121048000,123676000,124980000,127856000,130792000,132260000,134412000,136588000,139000000,140676000,145280000,145532000,146640000,150472000,153489000,142565000
 "00000",United States, ,SQINC7N,1200,54,"   Professional, scientific, and technical services",Thousands of dollars,772852000,785916000,796008000,804520000,809480000,814576000,822220000,830384000,840256000,851396000,867332000,879484000,900208000,911916000,928080000,934744000,968564000,971572000,977404000,991076000,1013754000,994534000
 "00000",United States, ,SQINC7N,1300,55,   Management of companies and enterprises,Thousands of dollars,259504000,260676000,259948000,261016000,259920000,261104000,262164000,264900000,269536000,273896000,279056000,291532000,288824000,288724000,298472000,298236000,308180000,310616000,308420000,310504000,308867000,299902000
 "00000",United States, ,SQINC7N,1400,56,   Administrative and support and waste management and remediation services,Thousands of dollars,329360000,334132000,341192000,347060000,347140000,348244000,351192000,356816000,362980000,367084000,371968000,378476000,382444000,386936000,392160000,398408000,405332000,408732000,412332000,417568000,423083000,375245000
 "00000",United States, ,SQINC7N,1500,61,   Educational services,Thousands of dollars,142448000,143292000,144360000,146604000,148212000,150968000,151964000,154004000,155868000,156432000,157504000,158640000,161224000,162220000,162856000,164968000,165320000,167108000,168608000,171112000,172088000,150608000
 "00000",United States, ,SQINC7N,1600,62,   Health care and social assistance,Thousands of dollars,877784000,891168000,902532000,911352000,919108000,927948000,938092000,952256000,962864000,972332000,979120000,990348000,1007516000,1017036000,1026432000,1041228000,1059740000,1068840000,1079376000,1092404000,1108135000,1040048000
 "00000",United States, ,SQINC7N,1700,71,"   Arts, entertainment, and recreation",Thousands of dollars,84856000,86196000,88032000,88648000,89760000,90528000,93172000,94436000,94200000,95032000,97844000,98564000,99896000,102072000,102524000,104480000,105888000,107064000,108472000,110016000,110792000,65429000
 "00000",United States, ,SQINC7N,1800,72,   Accommodation and food services,Thousands of dollars,284936000,290428000,295588000,300924000,304752000,308620000,314352000,318852000,323376000,328060000,331712000,336116000,342172000,346284000,350152000,355624000,360732000,364896000,369136000,372252000,371676000,219862000
 "00000",United States, ,SQINC7N,1900,81,   Other services (except government and government enterprises),Thousands of dollars,243816000,245976000,247600000,249240000,250584000,252472000,254876000,256692000,260228000,262080000,266308000,268372000,272752000,276876000,280272000,283780000,287412000,289248000,291832000,294888000,299363000,264277000
 "00000",United States, ,SQINC7N,2000,...,  Government and government enterprises,Thousands of dollars,1245640000,1255328000,1262364000,1268560000,1276036000,1283996000,1295296000,1302192000,1312440000,1320904000,1333348000,1347160000,1360572000,1373988000,1392404000,1403068000,1411860000,1421832000,1438372000,1448792000,1460821000,1401398000
 "00000",United States, ,SQINC7N,2001,...,   Federal civilian,Thousands of dollars,218192000,220192000,221104000,222028000,222732000,223968000,225496000,226840000,228848000,230028000,232200000,234404000,237260000,239396000,241216000,242152000,242168000,243300000,245124000,247076000,250364000,253204000
 "00000",United States, ,SQINC7N,2002,...,   Military,Thousands of dollars,92312000,92128000,92256000,92552000,92812000,92852000,92868000,92596000,92560000,92784000,93672000,94856000,95652000,96620000,97964000,98612000,99612000,100124000,100916000,101112000,100919000,103586000
 "00000",United States, ,SQINC7N,2010,...,   State and local,Thousands of dollars,935136000,943008000,949004000,953980000,960492000,967176000,976932000,982756000,991032000,998092000,1007476000,1017900000,1027660000,1037972000,1053224000,1062304000,1070080000,1078408000,1092332000,1100604000,1109538000,1044608000
 "01000",Alabama,5,SQINC7N,50,...,"Wages and salaries by place of work (thousands of dollars, seasonally adjusted)",Thousands of dollars,87500756,87978196,89024704,89091736,89660584,90223740,90606164,91873988,92680568,93494608,94082404,95709420,96644248,97423612,98396036,99624920,101619736,102011796,102795444,103433352,105015516,98292504
 "01000",Alabama,5,SQINC7N,81,111-112, Farm wages and salaries,Thousands of dollars,173016,169712,168724,170104,133900,136796,139728,142720,138580,139816,139416,137388,145104,142216,140372,139680,102816,103688,105188,107300,110027,111917
 "01000",Alabama,5,SQINC7N,82,..., Nonfarm wages and salaries,Thousands of dollars,87327740,87808484,88855980,88921632,89526684,90086944,90466436,91731268,92541988,93354792,93942988,95572032,96499144,97281396,98255664,99485240,101516920,101908108,102690256,103326052,104905489,98180587
 "01000",Alabama,5,SQINC7N,90,113-814,  Private nonfarm wages and salaries,Thousands of dollars,69112316,69479316,70369236,70536708,71068180,71468436,71635320,72676384,73334740,74061532,74832348,76055576,76890816,77546276,78489500,79381684,81370776,81507276,81914968,82435584,83788856,77863476
 "01000",Alabama,5,SQINC7N,100,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,318408,315792,346524,329668,345108,331928,336472,351468,340320,342964,345720,350056,352740,351300,354476,360812,379760,386708,385580,397340,388050,321237
 "01000",Alabama,5,SQINC7N,200,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,548312,569756,569016,510172,408764,362248,362712,375540,417468,462448,475648,501724,526360,521760,532588,549900,561960,529680,540984,502820,508677,480894
 "01000",Alabama,5,SQINC7N,300,22,   Utilities,Thousands of dollars,1401880,1377252,1353124,1383860,1336604,1468908,1482440,1417320,1397488,1340856,1500836,1495616,1460944,1432868,1526072,1547656,1629072,1575000,1552412,1584548,1602299,1636172
 "01000",Alabama,5,SQINC7N,400,23,   Construction,Thousands of dollars,3990100,4074972,4114540,4154164,4408384,4350736,4274804,4396196,4640212,4450312,4580524,4611604,4769976,4824856,4994976,5122760,5256560,5395348,5401732,5466392,5526994,5273848
 "01000",Alabama,5,SQINC7N,500,31-33,   Manufacturing,Thousands of dollars,13586544,13766800,13923976,13972088,14067144,14239864,14050728,14177920,14306900,14436472,14638720,14824000,15062632,15017488,15322672,15533988,15737208,15715440,15705816,15870388,16070655,14580108
 "01000",Alabama,5,SQINC7N,510,"321,327-339",    Durable goods manufacturing,Thousands of dollars,9295148,9414568,9536072,9479764,9603784,9731988,9510456,9660000,9699500,9814332,9910900,10077764,10174884,10274892,10430472,10571160,10730568,10722000,10671640,10770556,10847102,9643873
 "01000",Alabama,5,SQINC7N,530,"311-316,322-326",    Nondurable goods manufacturing,Thousands of dollars,4291396,4352232,4387904,4492324,4463360,4507876,4540272,4517920,4607400,4622140,4727820,4746236,4887748,4742596,4892200,4962828,5006640,4993440,5034176,5099832,5223553,4936235
 "01000",Alabama,5,SQINC7N,600,42,   Wholesale trade,Thousands of dollars,4586392,4595684,4607012,4576508,4585656,4649180,4633936,4733776,4698108,4735804,4816712,4804864,4900020,4906620,4976168,5007536,5125876,5133164,5121632,5179656,5267877,5079258
 "01000",Alabama,5,SQINC7N,700,44-45,   Retail trade,Thousands of dollars,6017848,6093948,6239956,6283268,6246192,6357248,6267940,6449404,6436996,6404768,6414176,6440992,6527168,6592704,6610592,6623876,6744196,6770156,6789204,6815996,6854671,6395550
 "01000",Alabama,5,SQINC7N,800,48-49,   Transportation and warehousing,Thousands of dollars,2765092,2817744,2875368,2866204,2790052,2849320,2871076,2879264,2922740,2913396,2959632,3029220,3097684,3134696,3200360,3308920,3357148,3388696,3423876,3404340,3437554,3221781
 "01000",Alabama,5,SQINC7N,900,51,   Information,Thousands of dollars,1210804,1215648,1201000,1178436,1166856,1164924,1185488,1210416,1189480,1210860,1223344,1277816,1209848,1256628,1302904,1277172,1431728,1340812,1296020,1288832,1297842,1219376
 "01000",Alabama,5,SQINC7N,1000,52,   Finance and insurance,Thousands of dollars,5529704,5318772,5336608,5286708,5252580,5215036,5336964,5547712,5365080,5626712,5695528,5926236,5846552,5939936,5940504,5851564,6110936,6143124,6008564,6056020,6162326,6461906
 "01000",Alabama,5,SQINC7N,1100,53,   Real estate and rental and leasing,Thousands of dollars,921748,922116,931740,937768,946248,964896,966956,980128,989076,1013452,1018876,1070028,1041776,1057000,1061340,1093652,1166956,1151836,1139088,1164624,1147323,1083119
 "01000",Alabama,5,SQINC7N,1200,54,"   Professional, scientific, and technical services",Thousands of dollars,6932568,7036116,7150636,7300864,7281152,7295636,7455120,7523684,7643476,7718016,7844108,8068700,8159756,8387980,8457536,8396772,8662920,8668988,8866452,8914304,9618679,9490570
 "01000",Alabama,5,SQINC7N,1300,55,   Management of companies and enterprises,Thousands of dollars,1365156,1331584,1351524,1354936,1597664,1437932,1428968,1538816,1547612,1838368,1498872,1691636,1685636,1587920,1542588,1641780,1684908,1675412,1755232,1632156,1608481,1535257
 "01000",Alabama,5,SQINC7N,1400,56,   Administrative and support and waste management and remediation services,Thousands of dollars,3106192,3211480,3282632,3332652,3321252,3348336,3318812,3341572,3436608,3451364,3524336,3574160,3607176,3628492,3695732,3810512,3880924,3937580,3955808,4025060,4108536,3619753
 "01000",Alabama,5,SQINC7N,1500,61,   Educational services,Thousands of dollars,778472,774028,785764,793376,814212,828916,834984,839592,842316,835228,840940,830744,825376,837196,823588,855368,847452,862364,865724,885276,876773,759547
 "01000",Alabama,5,SQINC7N,1600,62,   Health care and social assistance,Thousands of dollars,9512236,9477588,9627736,9525196,9661348,9750644,9881276,9884684,10072444,10072788,10174376,10222944,10365616,10494740,10508756,10585940,10891380,10917580,11075392,11162428,11212853,10564161
 "01000",Alabama,5,SQINC7N,1700,71,"   Arts, entertainment, and recreation",Thousands of dollars,383180,344724,365076,363220,378776,380848,400644,413460,392188,406700,411476,428040,442460,448820,449776,455836,488280,475776,483880,495552,486251,288126
 "01000",Alabama,5,SQINC7N,1800,72,   Accommodation and food services,Thousands of dollars,2946628,2987572,3052780,3088648,3168688,3174840,3201836,3278700,3307832,3351112,3399240,3400936,3452512,3505736,3550720,3623088,3650856,3694388,3733788,3801540,3802722,2361958
 "01000",Alabama,5,SQINC7N,1900,81,   Other services (except government and government enterprises),Thousands of dollars,3211052,3247740,3254224,3298972,3291500,3296996,3344164,3336732,3388396,3449912,3469284,3506260,3556584,3619536,3638152,3734552,3762656,3745224,3813784,3788312,3810293,3490855
 "01000",Alabama,5,SQINC7N,2000,...,  Government and government enterprises,Thousands of dollars,18215424,18329168,18486744,18384924,18458504,18618508,18831116,19054884,19207248,19293260,19110640,19516456,19608328,19735120,19766164,20103556,20146144,20400832,20775288,20890468,21116633,20317111
 "01000",Alabama,5,SQINC7N,2001,...,   Federal civilian,Thousands of dollars,4199760,4230488,4219256,4230528,4238724,4261724,4297372,4311296,4351256,4352744,4370228,4379564,4396584,4426056,4456900,4504916,4538244,4578760,4629536,4674276,4745615,4790859
 "01000",Alabama,5,SQINC7N,2002,...,   Military,Thousands of dollars,1192760,1195140,1193356,1229160,1242656,1234680,1227292,1218712,1232776,1238652,1247624,1264952,1271972,1284508,1316136,1310748,1322128,1329256,1355816,1343568,1336469,1361062
 "01000",Alabama,5,SQINC7N,2010,...,   State and local,Thousands of dollars,12822904,12903540,13074132,12925236,12977124,13122104,13306452,13524876,13623216,13701864,13492788,13871940,13939772,14024556,13993128,14287892,14285772,14492816,14789936,14872624,15034549,14165190
 "02000",Alaska,8,SQINC7N,50,...,"Wages and salaries by place of work (thousands of dollars, seasonally adjusted)",Thousands of dollars,21179128,21317920,21261692,21144456,20849660,20569384,20316472,20248056,20328928,20251512,20428840,20453900,20773872,20891472,21158500,21325496,21686740,21718108,21871320,21984004,22078392,20464827
 "02000",Alaska,8,SQINC7N,81,111-112, Farm wages and salaries,Thousands of dollars,15924,15616,15532,15652,15996,16340,16692,17052,20104,20284,20228,19932,19480,19096,18852,18752,18564,18720,18984,19360,19852,20193
 "02000",Alaska,8,SQINC7N,82,..., Nonfarm wages and salaries,Thousands of dollars,21163204,21302304,21246160,21128804,20833664,20553044,20299780,20231004,20308824,20231228,20408612,20433968,20754392,20872376,21139648,21306744,21668176,21699388,21852336,21964644,22058540,20444634
 "02000",Alaska,8,SQINC7N,90,113-814,  Private nonfarm wages and salaries,Thousands of dollars,14933644,15083240,15002860,14923084,14555164,14278136,14118404,14010488,14090528,13980340,14155700,14071396,14418444,14491384,14681212,14853880,15172228,15196752,15343720,15507972,15576161,14257730
 "02000",Alaska,8,SQINC7N,100,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,43624,41840,45408,40300,38732,42140,40512,36632,37856,36420,39844,41568,39340,37340,38268,38532,42928,45528,45312,47904,45136,37921
 "02000",Alaska,8,SQINC7N,200,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,2398916,2479992,2393272,2339644,2125252,1966760,1841628,1787180,1763956,1729432,1784560,1694492,1845720,1793120,1832732,1856232,1991080,1918220,1941632,1928896,1910233,1832919
 "02000",Alaska,8,SQINC7N,300,22,   Utilities,Thousands of dollars,194116,205380,197056,200264,194876,192056,191788,193732,197440,192316,197608,199756,211552,213492,215772,215368,213852,215880,216608,229028,235388,237890
 "02000",Alaska,8,SQINC7N,400,23,   Construction,Thousands of dollars,1576456,1563048,1480028,1478308,1389876,1359104,1338236,1265268,1200524,1210696,1221480,1199976,1257752,1275004,1350660,1419388,1409008,1429060,1372080,1432392,1471916,1363928
 "02000",Alaska,8,SQINC7N,500,31-33,   Manufacturing,Thousands of dollars,682952,694228,750012,738948,750424,718084,659772,673336,733520,662396,714412,696552,723912,692924,681912,701988,710008,744720,769644,750896,761831,710833
 "02000",Alaska,8,SQINC7N,510,"321,327-339",    Durable goods manufacturing,Thousands of dollars,132504,135996,141540,130604,133948,119812,111460,111052,112504,114200,114800,119068,115984,117064,116632,117544,122432,118852,119456,120484,124213,108226
 "02000",Alaska,8,SQINC7N,530,"311-316,322-326",    Nondurable goods manufacturing,Thousands of dollars,550448,558232,608472,608344,616476,598272,548312,562284,621016,548196,599612,577484,607928,575860,565280,584444,587576,625868,650188,630412,637618,602607
 "02000",Alaska,8,SQINC7N,600,42,   Wholesale trade,Thousands of dollars,397728,392192,396788,390440,385472,392180,384884,383880,379844,382908,387616,390992,398748,398340,408472,415668,427316,431132,429156,429136,430674,419118
 "02000",Alaska,8,SQINC7N,700,44-45,   Retail trade,Thousands of dollars,1219436,1227464,1261988,1260764,1239584,1240928,1214904,1219404,1226896,1224028,1229136,1223420,1234100,1244176,1236724,1246440,1262696,1264704,1268720,1275032,1269221,1200409
 "02000",Alaska,8,SQINC7N,800,48-49,   Transportation and warehousing,Thousands of dollars,1317980,1334376,1319068,1312448,1354336,1305668,1334044,1298552,1374124,1336744,1338684,1349784,1394856,1423040,1433440,1463140,1434996,1483272,1542464,1535932,1559502,1352621
 "02000",Alaska,8,SQINC7N,900,51,   Information,Thousands of dollars,440388,440580,424396,419584,411064,415664,422240,419480,401252,402192,392300,420712,375644,377676,405348,387308,397592,384260,380896,372992,372437,360627
 "02000",Alaska,8,SQINC7N,1000,52,   Finance and insurance,Thousands of dollars,507572,495768,511364,500056,513372,496164,510516,527512,503336,534236,518844,542716,520980,540448,529540,519712,543428,534284,544148,541984,553144,572402
 "02000",Alaska,8,SQINC7N,1100,53,   Real estate and rental and leasing,Thousands of dollars,222484,223472,225916,220304,229352,224584,221292,222204,225228,219568,224176,222476,226592,229524,226700,229880,239316,241696,245636,246908,242144,219938
 "02000",Alaska,8,SQINC7N,1200,54,"   Professional, scientific, and technical services",Thousands of dollars,1174608,1154276,1141044,1119348,1046692,1026596,993188,979008,1007900,984356,982540,966496,992308,972024,986880,984872,1017836,1034148,1027840,1071404,1048539,1038772
 "02000",Alaska,8,SQINC7N,1300,55,   Management of companies and enterprises,Thousands of dollars,273092,277728,270800,281224,267656,250796,261436,255836,268852,253540,268048,263732,250744,263360,266584,260172,298556,277760,271484,278504,262520,260528
 "02000",Alaska,8,SQINC7N,1400,56,   Administrative and support and waste management and remediation services,Thousands of dollars,568480,598748,597748,592236,577860,596828,578528,576908,570472,571076,575564,572768,584616,564248,571164,583212,582520,594932,604864,626612,643693,614638
 "02000",Alaska,8,SQINC7N,1500,61,   Educational services,Thousands of dollars,96252,97268,94496,97916,96352,98092,101208,98900,105552,104276,104268,104244,105608,107148,107148,108548,111960,111108,112804,113880,113557,94876
 "02000",Alaska,8,SQINC7N,1600,62,   Health care and social assistance,Thousands of dollars,2332328,2344696,2374728,2387996,2402512,2407544,2492808,2538200,2543660,2568012,2590332,2616916,2667508,2738604,2758548,2781332,2836032,2822404,2878912,2923392,2935158,2730983
 "02000",Alaska,8,SQINC7N,1700,71,"   Arts, entertainment, and recreation",Thousands of dollars,122080,119312,123120,124504,126152,128552,127548,131844,132488,133712,132708,134280,133692,139400,141844,136832,139444,141976,142720,146152,147604,90559
 "02000",Alaska,8,SQINC7N,1800,72,   Accommodation and food services,Thousands of dollars,835112,841800,850204,866600,860260,866996,858512,853680,862784,873628,888768,863796,887532,906464,916544,917056,936508,942568,958084,957292,952531,562348
 "02000",Alaska,8,SQINC7N,1900,81,   Other services (except government and government enterprises),Thousands of dollars,530040,551072,545424,552200,545340,549400,545360,548932,554844,560804,564812,566720,567240,575052,572932,588200,577152,579100,590716,599636,620933,556420
 "02000",Alaska,8,SQINC7N,2000,...,  Government and government enterprises,Thousands of dollars,6229560,6219064,6243300,6205720,6278500,6274908,6181376,6220516,6218296,6250888,6252912,6362572,6335948,6380992,6458436,6452864,6495948,6502636,6508616,6456672,6482379,6186904
 "02000",Alaska,8,SQINC7N,2001,...,   Federal civilian,Thousands of dollars,1137396,1157612,1170456,1167596,1174360,1178688,1180876,1185304,1193184,1195284,1212968,1211628,1218460,1226268,1227808,1231412,1235564,1239720,1241800,1263492,1284829,1291827
 "02000",Alaska,8,SQINC7N,2002,...,   Military,Thousands of dollars,1424412,1421540,1430260,1430608,1435860,1407432,1395800,1406060,1425180,1447092,1450664,1469368,1473068,1474840,1512920,1501892,1505948,1508264,1508696,1455000,1436190,1458949
 "02000",Alaska,8,SQINC7N,2010,...,   State and local,Thousands of dollars,3667752,3639912,3642584,3607516,3668280,3688788,3604700,3629152,3599932,3608512,3589280,3681576,3644420,3679884,3717708,3719560,3754436,3754652,3758120,3738180,3761360,3436128
 "04000",Arizona,6,SQINC7N,50,...,"Wages and salaries by place of work (thousands of dollars, seasonally adjusted)",Thousands of dollars,132203176,133569520,134085060,136514056,136343624,138677860,140741432,141592472,144724296,145872148,149288716,150732232,153921564,155532124,158257504,160346816,163961128,165617476,167952940,170921596,173654965,164867581
 "04000",Arizona,6,SQINC7N,81,111-112, Farm wages and salaries,Thousands of dollars,408016,400220,397884,401144,446020,455660,465448,475396,459796,463888,462572,455848,476956,467460,461408,459132,327644,330440,335200,341888,350578,356599
 "04000",Arizona,6,SQINC7N,82,..., Nonfarm wages and salaries,Thousands of dollars,131795160,133169300,133687176,136112912,135897604,138222200,140275984,141117076,144264500,145408260,148826144,150276384,153444608,155064664,157796096,159887684,163633484,165287036,167617740,170579708,173304387,164510982
 "04000",Arizona,6,SQINC7N,90,113-814,  Private nonfarm wages and salaries,Thousands of dollars,110419960,111321608,112325744,114112824,114115732,116248820,117999528,119145516,121767860,122936964,125884268,127273976,130322776,131648628,133937448,135822064,139443828,140791620,142849148,145557140,147924549,139995224
 "04000",Arizona,6,SQINC7N,100,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,328232,321608,358428,352416,352396,357180,370080,376076,364280,350180,373068,388816,388936,387572,375772,361248,377804,391216,389476,386872,398553,322977
 "04000",Arizona,6,SQINC7N,200,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,1001712,936904,951644,933912,804060,879632,887800,919352,898496,947048,925388,1005172,1085956,1099824,1177732,1122048,1145228,1142180,1116932,1132224,1129180,1085703
 "04000",Arizona,6,SQINC7N,300,22,   Utilities,Thousands of dollars,1189828,1236520,1205192,1253072,1304732,1287768,1274072,1306492,1349748,1295940,1356028,1333976,1395148,1344116,1351816,1347932,1370812,1372124,1356028,1404388,1386377,1428623
 "04000",Arizona,6,SQINC7N,400,23,   Construction,Thousands of dollars,6447252,6553216,6536472,6818032,6772836,7077376,7383244,7409884,7646920,7939820,8355108,8641552,8932776,8982408,9327652,9703828,10124740,10404412,10496232,10672660,10985809,10600571
 "04000",Arizona,6,SQINC7N,500,31-33,   Manufacturing,Thousands of dollars,11483856,11527800,11495636,11821168,11651012,11868036,11855172,11658212,11775028,11990568,12555180,12654176,12977088,13076696,13149360,13474304,13986100,13974516,14187652,14889432,14527400,13329520
 "04000",Arizona,6,SQINC7N,510,"321,327-339",    Durable goods manufacturing,Thousands of dollars,9905096,9920412,9854552,10101112,9941820,10159292,10092912,9852568,9972560,10135628,10660548,10732304,10979932,11058720,11089684,11391652,11849388,11791356,11993044,12445860,12272274,11169441
 "04000",Arizona,6,SQINC7N,530,"311-316,322-326",    Nondurable goods manufacturing,Thousands of dollars,1578760,1607388,1641084,1720056,1709192,1708744,1762260,1805644,1802468,1854940,1894632,1921872,1997156,2017976,2059676,2082652,2136712,2183160,2194608,2443572,2255126,2160079
 "04000",Arizona,6,SQINC7N,600,42,   Wholesale trade,Thousands of dollars,7068388,7175768,7207192,7152052,7223200,7273348,7357732,7463768,7592992,7612576,7668860,7794080,7884836,8005740,8062576,8128956,8233844,8329352,8343860,8355464,8669663,8769236
 "04000",Arizona,6,SQINC7N,700,44-45,   Retail trade,Thousands of dollars,10283996,10219380,10475296,10484556,10649096,10721976,10647644,10776888,11002016,11125120,11199488,11348148,11445344,11467580,11566196,11650352,11759816,11887320,11929748,12064376,12411320,11891296
 "04000",Arizona,6,SQINC7N,800,48-49,   Transportation and warehousing,Thousands of dollars,4118688,4195532,4274744,4284628,4240812,4362768,4411076,4594160,4644068,4732384,4810316,4748276,5224844,5272256,5457388,5492404,5584144,5691748,5788400,6007348,6055324,5719993
 "04000",Arizona,6,SQINC7N,900,51,   Information,Thousands of dollars,3078768,3043960,3038196,3078912,2960336,3255616,3377776,3322068,3222688,3273768,3318876,3474540,3701728,3526468,3752960,3750484,3862904,3839048,3933060,4051948,4123920,3891435
 "04000",Arizona,6,SQINC7N,1000,52,   Finance and insurance,Thousands of dollars,10554756,10913784,11063016,11286880,11061428,11538728,11844804,12203064,12017172,12435084,12963768,13180856,13311844,13693392,13766080,13677800,14604868,14660936,15196428,15485348,15748248,16500097
 "04000",Arizona,6,SQINC7N,1100,53,   Real estate and rental and leasing,Thousands of dollars,2440832,2454772,2474812,2514000,2560616,2562704,2616112,2669332,2622076,2709800,2799300,2893984,3031852,2999272,3058880,3105484,3227152,3265604,3333700,3444848,3537597,3436175
 "04000",Arizona,6,SQINC7N,1200,54,"   Professional, scientific, and technical services",Thousands of dollars,10166880,10210788,10382360,10518900,10791320,10894372,10878680,10821048,11363912,11335084,11434872,11539612,11842616,12083564,12316168,12732324,12844592,12972908,13144408,13177448,13376045,13213652
 "04000",Arizona,6,SQINC7N,1300,55,   Management of companies and enterprises,Thousands of dollars,2875348,2833956,2767832,2808060,2685260,2796788,2857460,2941952,2997388,2991408,3039660,3029852,2636660,2630820,2740204,2818580,3165660,2943136,3025788,3011412,3324507,3285004
